name,link
Knight of Cups,/title/tt2101383/
Inherent Vice,/title/tt1791528/
The Grand Budapest Hotel,/title/tt2278388/
A Separation,/title/tt1832382/
Godzilla,/title/tt0831387/
Under the Skin,/title/tt1441395/
No,/title/tt2059255/
Persepolis,/title/tt0808417/
Boyhood,/title/tt1065073/
Mulholland Drive,/title/tt0166924/
The Hurt Locker,/title/tt0887912/
Girlhood,/title/tt3655522/
Eden,/title/tt1734433/
A Touch of Sin,/title/tt2852400/
24 Hour Party People,/title/tt0274309/
Toni Erdmann,/title/tt4048272/
There Will Be Blood,/title/tt0469494/
12 Years a Slave,/title/tt2024544/
Under the Skin,/title/tt1441395/
Leviathan,/title/tt0097737/
The Great Beauty,/title/tt2358891/
Nebraska,/title/tt1821549/
Before Sunset,/title/tt0381681/
Team America: World Police,/title/tt0372588/
Dogville,/title/tt0276919/
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,/title/tt0443453/
Yi Yi: A One and a Two,/title/tt0244316/
Spirited Away,/title/tt0245429/
Margaret,/title/tt3777860/
There Will Be Blood,/title/tt0469494/
The Grand Budapest Hotel,/title/tt2278388/
Still Walking,/title/tt1087578/
Moolaadé,/title/tt0416991/
Memento,/title/tt0209144/
Oldboy,/title/tt0364569/
"Crouching Tiger, Hidden Dragon",/title/tt0190332/
Boyhood,/title/tt1065073/
Holy Motors,/title/tt2076220/
Mulholland Drive,/title/tt0166924/
Memento,/title/tt0209144/
The Master,/title/tt1560747/
Inside Llewyn Davis,/title/tt2042568/
The Diving Bell and the Butterfly,/title/tt0401383/
My Winnipeg,/title/tt1093842/
Inside Out,/title/tt2096673/
Step Brothers,/title/tt0838283/
Bright Star,/title/tt0810784/
Mad Max: Fury Road,/title/tt1392190/
Caché,/title/tt0387898/
Zodiac,/title/tt0443706/
Mr Turner,/title/tt2473794/
Amour,/title/tt1602620/
The Master,/title/tt1560747/
Only Lovers Left Alive,/title/tt1714915/
Inside Llewyn Davis,/title/tt2042568/
Tabu,/title/tt3647998/
Memento,/title/tt0209144/
Requiem for a Dream,/title/tt0180093/
The Lord of the Rings: The Return of the King,/title/tt0167260/
Drive,/title/tt0780504/
Holy Motors,/title/tt2076220/
Mad Max: Fury Road,/title/tt1392190/
Kill List,/title/tt1788391/
Toy Story 3,/title/tt0435761/
Kiss Kiss Bang Bang,/title/tt0373469/
Inside Llewyn Davis,/title/tt2042568/
Mulholland Drive,/title/tt0166924/
No Country For Old Men,/title/tt0477348/
Amélie,/title/tt0211915/
Memento,/title/tt0209144/
In the Mood for Love,/title/tt0118694/
Talk to Her,/title/tt0287467/
Memories of Murder,/title/tt0353969/
WALL-E,/title/tt0910970/
Bowling for Columbine,/title/tt0310793/
Children of Men,/title/tt0206634/
Mulholland Drive,/title/tt0166924/
Son of Saul,/title/tt3808342/
Ida,/title/tt1869716/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
The White Ribbon,/title/tt1149362/
Still Walking,/title/tt1087578/
The Act of Killing,/title/tt2375605/
Dogville,/title/tt0276919/
Birdman,/title/tt2562232/
Grizzly Man,/title/tt0427312/
Amour,/title/tt1602620/
Distant,/title/tt9883398/
A Separation,/title/tt1832382/
Samson & Delilah,/title/tt6951892/
Leviathan,/title/tt0097737/
Still Walking,/title/tt1087578/
Talk to Her,/title/tt0287467/
Million Dollar Baby,/title/tt0405159/
No Country For Old Men,/title/tt0477348/
The Man Without A Past,/title/tt0311519/
Mysteries of Lisbon,/title/tt1236371/
Margaret,/title/tt3777860/
The New World,/title/tt0402399/
Secret Things,/title/tt0287963/
La Ciénaga,/title/tt0240419/
Toni Erdmann,/title/tt4048272/
In the Family,/title/tt7642818/
Tabu,/title/tt3647998/
Gerry,/title/tt0302674/
Tropical Malady,/title/tt0381668/
The Turin Horse,/title/tt1316540/
The Return,/title/tt0441909/
The White Ribbon,/title/tt1149362/
In the Mood for Love,/title/tt0118694/
Songs from the Second Floor,/title/tt0120263/
Journey to the West,/title/tt2017561/
The 3 Rooms of Melancholia,/title/tt0424272/
The Gleaners and I,/title/tt0247380/
Spirited Away,/title/tt0245429/
Japon,/title/tt0322824/
Blue Is the Warmest Color,/title/tt2278871/
Only Lovers Left Alive,/title/tt1714915/
Mulholland Drive,/title/tt0166924/
Somewhere,/title/tt1421051/
25th Hour,/title/tt0307901/
Inglourious Basterds,/title/tt0361748/
The Artist,/title/tt1655442/
Phoenix,/title/tt2764784/
Femme Fatale,/title/tt0280665/
Fantastic Mr Fox,/title/tt1531905/
Neighboring Sounds,/title/tt2190367/
The Master,/title/tt1560747/
The Band’s Visit,/title/tt1032856/
Time Out,/title/tt1637688/
Margaret,/title/tt3777860/
Ratatouille,/title/tt0382932/
Burning Bush,/title/tt2280344/
"4 Months, 3 Weeks & 2 Days",/title/tt1032846/
Leviathan,/title/tt0097737/
Barbara,/title/tt2178941/
The Assassin,/title/tt0107843/
The Grand Budapest Hotel,/title/tt2278388/
Inception,/title/tt1375666/
Uncle Boonmee Who Can Recall His Past Lives,/title/tt1588895/
The Act of Killing,/title/tt2375605/
No Country For Old Men,/title/tt0477348/
A Tale of Two Sisters,/title/tt0365376/
Still Life,/title/tt2395417/
Spirited Away,/title/tt0245429/
In the Mood for Love,/title/tt0118694/
Goodbye to Language,/title/tt2400275/
Russian Ark,/title/tt0318034/
Holy Motors,/title/tt2076220/
In the Mood for Love,/title/tt0118694/
Gravity,/title/tt1454468/
There Will Be Blood,/title/tt0469494/
About Elly,/title/tt1360860/
Moonrise Kingdom,/title/tt1748122/
The Headless Woman,/title/tt1221141/
Pan's Labyrinth,/title/tt0457430/
The Tree of Life,/title/tt0478304/
Boyhood,/title/tt1065073/
Zodiac,/title/tt0443706/
Yi Yi: A One and a Two,/title/tt0244316/
Margaret,/title/tt3777860/
Meek's Cutoff,/title/tt1518812/
25th Hour,/title/tt0307901/
A Separation,/title/tt1832382/
Certified Copy,/title/tt1020773/
There Will Be Blood,/title/tt0469494/
Mulholland Drive,/title/tt0166924/
There Will Be Blood,/title/tt0469494/
No Country For Old Men,/title/tt0477348/
The Social Network,/title/tt1285016/
Children of Men,/title/tt0206634/
The Departed,/title/tt0407887/
In the Mood for Love,/title/tt0118694/
12 Years a Slave,/title/tt2024544/
Memento,/title/tt0209144/
Manchester by the Sea,/title/tt4034228/
The Dark Knight,/title/tt0468569/
Mad Max: Fury Road,/title/tt1392190/
Captain America: Winter Soldier,/title/tt8008580/
Star Wars: Episode VII – The Force Awakens,/title/tt2488496/
Love Actually,/title/tt0314331/
Brick,/title/tt1623205/
Chicago,/title/tt0299658/
Tropic Thunder,/title/tt0942385/
High Fidelity,/title/tt0146882/
Silver Linings Playbook,/title/tt1045658/
City of God,/title/tt0317248/
The Dark Knight,/title/tt0468569/
Pan's Labyrinth,/title/tt0457430/
The Lives of Others,/title/tt0405094/
Four Lions,/title/tt1341167/
Amores Perros,/title/tt0245712/
Gangs of Wasseypur,/title/tt1954470/
District 9,/title/tt1136608/
Lagaan: Once Upon a Time in India,/title/tt0169102/
This Is England,/title/tt0480025/
Mulholland Drive,/title/tt0166924/
The Assassin,/title/tt0107843/
A Separation,/title/tt1832382/
Moulin Rouge!,/title/tt0203009/
Tropical Malady,/title/tt0381668/
In the Mood for Love,/title/tt0118694/
Spirited Away,/title/tt0245429/
"4 Months, 3 Weeks & 2 Days",/title/tt1032846/
Yi Yi: A One and a Two,/title/tt0244316/
Bowling for Columbine,/title/tt0310793/
Shame,/title/tt1723811/
There Will Be Blood,/title/tt0469494/
Pan's Labyrinth,/title/tt0457430/
The Skin I Live In,/title/tt1189073/
Boyhood,/title/tt1065073/
The Hurt Locker,/title/tt0887912/
"4 Months, 3 Weeks & 2 Days",/title/tt1032846/
A Separation,/title/tt1832382/
The Royal Tenenbaums,/title/tt0265666/
No Country For Old Men,/title/tt0477348/
No Country For Old Men,/title/tt0477348/
There Will Be Blood,/title/tt0469494/
WALL-E,/title/tt0910970/
Spotlight,/title/tt1895587/
Once,/title/tt0907657/
The Social Network,/title/tt1285016/
The Act of Killing,/title/tt2375605/
Mad Max: Fury Road,/title/tt1392190/
Selma,/title/tt1020072/
Yi Yi: A One and a Two,/title/tt0244316/
Like Someone In Love,/title/tt1843287/
AI: Artificial Intelligence,/title/tt0212720/
The Story of Marie and Julien,/title/tt0339357/
The Deep Blue Sea,/title/tt1700844/
Film socialisme,/title/tt1438535/
The Tree of Life,/title/tt0478304/
Blissfully Yours,/title/tt0317171/
Be Kind Rewind,/title/tt0799934/
Frontier of Dawn,/title/tt1073535/
I Don't Want to Sleep Alone,/title/tt0855824/
Mulholland Drive,/title/tt0166924/
Kings and Queen,/title/tt0344273/
Yi Yi: A One and a Two,/title/tt0244316/
Oldboy,/title/tt0364569/
Antichrist,/title/tt0870984/
Children of Men,/title/tt0206634/
Lost in Translation,/title/tt0335266/
Femme Fatale,/title/tt0280665/
Casino Royale,/title/tt0381061/
Blue Is the Warmest Color,/title/tt2278871/
In the Mood for Love,/title/tt0118694/
The Tree of Life,/title/tt0478304/
A Prophet,/title/tt1235166/
Amélie,/title/tt0211915/
Spirited Away,/title/tt0245429/
Brokeback Mountain,/title/tt0388795/
Talk to Her,/title/tt0287467/
Mulholland Drive,/title/tt0166924/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
Amour,/title/tt1602620/
"Spring, Summer, Fall, Winter…and Spring",/title/tt0374546/
The Hours,/title/tt0274558/
The Sun Also Rises,/title/tt0051028/
A Separation,/title/tt1832382/
"Lust, Caution",/title/tt0808357/
The Lives of Others,/title/tt0405094/
Still Life,/title/tt2395417/
Birdman,/title/tt2562232/
Infernal Affairs,/title/tt0338564/
City of God,/title/tt0317248/
